name,owner,stars,age_days,merged_pull_requests,releases,update_frequency_days,primary_language,closed_issues_ratio,health_index
stb,nothings,34480,4473,294,0,21,C,0.7479757085020243,0.3554193149608642
financial-services,anthropics,34473,180,41,0,1,Python,0.1011235955056179,0.3078475842391263
raylib,raysan5,34435,4686,2664,25,0,C,0.9955177050649932,0.3993225318505663
k9s,derailed,34413,2766,1072,258,2,Go,0.9819023569023568,0.37150166696615117
selenium,SeleniumHQ,34386,4968,4170,120,0,Java,0.9911843276936776,0.5751611645192856
openpose,CMU-Perceptual-Computing-Lab,34385,3408,174,15,750,C++,0.8305929247633284,0.2899771383437616
QwenPaw,agentscope-ai,34357,180,2245,108,2,Python,0.8294183445190156,0.40811734697032626
diffusers,huggingface,34357,1546,6043,93,0,Python,0.8541478402313393,0.4586262895439005
formik,jaredpalmer,34329,3356,836,200,286,TypeScript,0.6903083700440529,0.48094348310432866
gold-miner,xitu,34328,3945,3563,0,858,,0.997501784439686,0.38048088933490415
poetry,python-poetry,34291,3098,2542,151,5,Python,0.923125294764974,0.512371745897525
node-v0.x-archive,nodejs,34286,6297,218,0,737,,1.0,0.4626160219588708
JavaScript,TheAlgorithms,34222,3328,798,0,169,JavaScript,0.90625,0.4805311337210422
seaweedfs,seaweedfs,34221,4423,5345,318,0,Go,0.8301139177810798,0.42399611483222044
backstage,backstage,34217,2402,21611,543,1,TypeScript,0.9762243183873884,0.602432878998721
etcher,balena-io,34217,3953,1733,291,82,TypeScript,0.7442046362909672,0.5328824487734407
CLIP,openai,34209,2076,30,0,150,Jupyter Notebook,0.4337078651685393,0.24131965958935714
browser,lightpanda-io,34207,1293,2491,20,0,Zig,0.8472222222222222,0.28079399775815483
swc,swc-project,34184,3166,6171,818,0,Rust,0.9159584513692164,0.4727465307042873
scientific-agent-skills,K-Dense-AI,34183,307,77,101,3,Python,0.9615384615384616,0.419859098209415
nps,ehang-io,34178,2849,74,59,815,Go,0.5805647840531561,0.24861730942383709
btop,aristocratos,34161,1934,455,55,0,C++,0.5350966429298067,0.26649214246526803
qdrant,qdrant,34143,2275,6671,116,1,Rust,0.7486005089058524,0.32387838889739745
clipboard.js,zenorocha,34121,3991,117,42,191,JavaScript,0.9825119236883942,0.5118914423148779
ChatDev,OpenBMB,34106,1091,161,12,30,Python,0.8592814371257484,0.4174071182483138
12306,testerSunshine,34086,3385,31,1,1239,Python,0.6753623188405797,0.3901698668405012
spring-boot-demo,xkcoding,34080,3208,15,0,760,Java,0.4228571428571429,0.38663954688407426
ControlNet,lllyasviel,34076,1299,5,0,910,Python,0.2395833333333333,0.3006164689534222
zxing,zxing,34074,5429,387,32,1,Java,1.0,0.5674830336989939
fish-shell,fish-shell,34055,5218,2213,67,2,Rust,0.9374465485644472,0.41401264839009255
MonitorControl,MonitorControl,34017,3262,223,26,12,Swift,0.9873417721518988,0.3494392459390858
TaskMatrix,chenfei-wu,34008,1270,21,0,960,Python,0.3736263736263736,0.3112388477229176
react-beautiful-dnd,atlassian,33947,3301,531,68,370,JavaScript,0.6470951792336218,0.4489561635996481
nginx-proxy-manager,NginxProxyManager,33945,3167,741,88,1,TypeScript,0.7767399819222658,0.48503669068369193
learnGitBranching,pcottle,33932,5122,695,0,0,JavaScript,0.896551724137931,0.5431270345093333
libpku,lib-pku,33882,2831,22,0,1691,TeX,0.7441860465116279,0.2032861153747752
carbon-lang,carbon-language,33865,2308,5681,769,0,C++,0.759493670886076,0.421662660402765
claude-plugins-official,anthropics,33862,275,3261,0,0,Python,0.1590073529411764,0.32478546821582255
spaCy,explosion,33840,4434,3603,137,16,Python,0.9694974003466204,0.5570724362714747
tabby,TabbyML,33831,1256,3002,249,53,Rust,0.7462981243830207,0.30111411869997756
LeetCode-Go,halfrost,33797,3323,182,5,2,Go,1.0,0.34999239823923156
k3s,k3s-io,33791,3006,4870,1000,0,Go,0.9932379713914176,0.5004892949366978
serenity,SerenityOS,33771,2820,20166,0,0,C++,0.8317497103128622,0.3644020714332157
paper-reading,mli,33726,1766,15,0,519,,,0.2276786589918632
ntfy,binwiederhier,33702,1764,422,108,3,Go,0.7450980392156863,0.29182703480744654
ExplorerPatcher,valinet,33695,1840,24,300,48,C,0.8731290092658589,0.33303977154236397
llmfit,AlexsJones,33689,189,466,128,0,Rust,0.7892561983471075,0.2528659423568455
gpt-pilot,Pythagora-io,33684,1103,397,0,65,Python,0.5663082437275986,0.38269457832499365
easyexcel,alibaba,33670,3120,190,14,663,Java,0.8648050870887476,0.4402839423706886
anoma,anoma,33649,2028,898,12,69,Elixir,0.875,0.2964835345829158
AndroidUtilCode,Blankj,33634,3675,88,117,738,Java,0.80463368816531,0.4609661457814624
awesome-awesomeness,bayandin,33618,4429,197,0,811,Ruby,0.7222222222222222,0.3028156296885985
kafka,apache,33597,5486,13890,0,0,Java,,0.5522855942476034
langfuse,langfuse,33579,1192,7661,659,0,TypeScript,0.894244105409154,0.5412023534944586
shadowsocks,shadowsocks,33558,5238,70,2,874,Python,,0.44797126042621477
WSL,microsoft,33494,3791,1446,108,0,C++,0.926419792754438,0.37462954936000536
tinygrad,tinygrad,33490,2135,12413,15,0,Python,0.9028716216216216,0.48517007373936366
mihomo,MetaCubeX,33471,1921,323,62,0,Python,0.7728643216080402,0.442563767688285
XX-Net,XX-net,33449,4238,364,390,62,Python,0.4073907839616996,0.5177119204470294
glances,nicolargo,33411,5376,833,61,0,Python,0.9581269698334084,0.5668576628635718
AFNetworking,AFNetworking,33392,5562,710,40,1313,Objective-C,,0.2703016758681428
netron,lutzroeder,33389,5719,1,9,0,JavaScript,0.9874312647289868,0.5704611620291469
chatbot-ui,mckaywrigley,33339,1261,281,0,750,TypeScript,0.8100890207715133,0.37165815731205076
motion,motiondivision,33329,2837,1285,0,3,TypeScript,0.9469891919711786,0.4815970991314516
comprehensive-rust,google,33323,1341,2512,0,18,Rust,0.6863270777479893,0.26076788639818815
remix,remix-run,33321,2126,4045,639,1,TypeScript,0.989913544668588,0.5676495163378006
